game,score
367,873
368,1014
369,1200
370,1176
371,1173
372,1221
373,1181
374,1134
375,1122
376,824
377,1154
378,1112
379,1190
380,1139
381,1160
382,1218
383,1223
384,1194
385,1205
386,1224
387,1184
388,1138
389,1241
390,1220
391,1182
392,907
393,1171
394,1074
395,1198
396,840
397,1204
398,1133
399,1109
400,1195
401,866
402,1037
403,1158
404,1170
405,1041
406,1173
407,916
408,1169
409,1125
410,1141
411,1195
412,1130
413,1041
414,955
415,1097
416,1167
417,624
418,1032
419,1195
420,1143
421,1184
422,1201
423,1109
424,1167
425,1171
426,833
427,1203
428,1221
429,1016
430,1204
431,1141
432,1040
433,1142
434,1001
435,1158
436,1210
437,1225
438,1226
439,1191
440,1217
441,1225
442,1205
443,1214
444,1038
445,1160
446,1197
447,1153
448,1178
449,1178
450,1200
451,1187
452,1204
453,944
454,1191
455,1189
456,1209
457,1229
458,1054
459,1064
460,1179
461,1229
462,1193
463,1203
464,1210
465,1231
466,1251
467,1217
468,1244
469,1238
470,1229
471,1227
472,1222
473,1210
474,1241
475,1210
476,1227
477,1251
478,1156
479,1092
480,1175
481,1082
482,1194
483,1233
484,1187
485,1218
486,1181
487,1231
488,1159
489,1190
490,1168
491,1204
492,1205
493,1186
494,1193
495,1178
496,1129
497,1186
498,1007
499,1151
500,1208
501,1198
502,1180
503,1172
504,1208
505,1135
506,1215
507,1224
508,1162
509,1021
510,1161
511,1209
512,1231
513,954
514,1199
515,1056
516,1178
517,1217
518,1242
519,1174
520,1199
521,1169
522,1165
523,1209
524,1243
525,1189
526,1208
527,1208
528,1240
529,1063
530,1236
531,1231
532,1232
533,1247
534,1178
535,1227
536,1187
537,1085
538,1197
539,1184
540,1219
541,1198
542,1160
543,1237
544,1213
545,1233
546,1236
547,1235
548,1208
549,1091
550,1194
551,1194
552,1185
553,1227
554,1152
555,1151
556,1219
557,1233
558,1191
559,1153
560,1233
561,1178
562,1245
563,1218
564,1209
565,1202
566,1216
567,1167
568,1158
569,1167
570,1149
571,1114
572,1151
573,1221
574,1106
575,1046
576,1226
577,1226
578,1225
579,1172
580,1227
581,1208
582,1182
583,1234
584,1238
585,1183
586,1172
587,1252
588,1213
589,1238
590,1242
591,1215
592,1249
593,1183
594,1196
595,1235
596,1213
597,1203
598,1239
599,1214
600,1223
601,1210
602,1205
603,1240
604,1240
605,1258
606,1225
607,1230
608,1212
609,1226
610,1239
611,1172
612,1142
613,1192
614,1245
615,1157
616,1200
617,1168
618,1204
619,1093
620,1189
621,1172
622,1180
623,1227
624,1195
625,1104
626,1211
627,1216
628,1206
629,1189
630,1229
631,1184
632,1064
633,1238
634,1122
635,1104
636,1190
637,1232
638,1139
639,1105
640,1236
641,1209
642,1192
643,1192
644,1217
645,1234
646,1122
647,1157
648,1222
649,1204
650,1181
651,1218
652,1233
653,1226
654,1225
655,1245
656,1230
657,1255
658,1218
659,1226
660,1198
661,1239
662,1235
663,1243
664,1204
665,1248
666,1207
667,1242
668,1244
669,1086
670,1149
671,1201
672,1222
673,1233
674,1217
675,1235
676,1221
677,1227
678,1219
679,1171
680,1186
681,1183
682,1196
683,1240
684,1173
685,1217
686,1197
687,1191
688,1238
689,1212
690,1230
691,1229
692,1216
693,1178
694,1224
695,1247
696,1229
697,1235
698,1228
699,1172
700,1212
701,1201
702,1236
703,1189
704,1175
705,1228
706,1227
707,1240
708,1239
709,1215
710,1210
711,1233
712,1220
713,1223
714,1208
715,1250
716,1230
717,1230
718,1248
719,1248
720,1232
721,1228
722,1244
723,1243
724,1184
725,1240
726,1246
727,1060
728,1219
729,1241
730,1068
731,1128
732,1250
733,1202
734,1107
735,1182
736,1230
737,1189
738,1232
739,1207
740,1241
741,1165
742,1225
743,922
744,1232
745,1163
746,1238
747,1230
748,1169
749,1233
750,1230
